perl-class-load 0.25-2
perl-class-singleton 1.5-4
perl-clone 0.45-2
perl-data-compare 1.25-8
perl-data-dump 1.23-6
perl-data-optlist 0.110-6
perl-data-uniqid 0.12-8
perl-datetime 1.54-1
perl-datetime-calendar-julian 0.04-6
perl-datetime-format-builder 0.8100-7
perl-datetime-format-strptime 1.75-4
perl-datetime-locale 1.22-2
perl-datetime-timezone 2.44-1
perl-devel-checklib 1.14-2
perl-devel-stacktrace 2.03-4
perl-dist-checkconflicts 0.11-6
perl-encode-locale 1.05-7
perl-error 0.17029-2
perl-eval-closure 0.14-6
perl-exception-class 1.44-4
perl-exporter-tiny 1.002002-2
perl-extutils-cppguess 0.21-2
perl-extutils-xspp 0.18-2
perl-ffi-checklib 0.27-2
perl-file-chdir 0.1011-4
perl-file-find-rule 0.34-7
perl-file-listing 6.14-1
perl-file-sharedir 1.116-4
perl-file-sharedir-install 0.13-4
perl-file-slurp-tiny 0.004-6
perl-file-slurper 0.012-4
perl-file-which 1.23-4
perl-html-parser 3.76-1
perl-html-tagset 3.20-10
perl-http-cookies 6.10-1
perl-http-daemon 6.06-2
perl-http-date 6.05-3
perl-http-message 6.29-1
perl-http-negotiate 6.01-8
perl-inc-latest 0.500-7
perl-io-html 1.004-1
perl-io-socket-ssl 2.067-2
perl-io-string 1.08-12
perl-ipc-run3 0.048-8
perl-json 2.97001-2
perl-libwww 6.53-1
perl-lingua-translit 0.28-5
perl-list-allutils 0.16-2
perl-list-moreutils 0.430-1
perl-list-moreutils-xs 0.430-1
perl-list-someutils 0.56-4
perl-list-utilsby 0.11-4
perl-locale-gettext 1.07-10
perl-log-log4perl 1.54-1
perl-lwp-mediatypes 6.02-8
perl-lwp-protocol-https 6.10-1
perl-mailtools 2.21-4
perl-math-round 0.07-4
perl-mime-charset 1.012.2-7
perl-module-build 0.4231-3
perl-module-build-withxspp 0.14-1
perl-module-implementation 0.09-6
perl-module-runtime 0.016-2
perl-mozilla-ca 20200520-3
perl-mro-compat 0.13-5
perl-namespace-autoclean 0.29-2
perl-namespace-clean 0.27-6
perl-net-http 6.21-1
perl-net-ssleay 1.88-2
perl-number-compare 0.03-10
perl-package-deprecationmanager 0.17-6
perl-package-stash 0.39-1
perl-package-stash-xs 0.29-4
perl-params-util 1.102-1
perl-params-validate 1.29-5
perl-params-validationcompiler 0.30-3
perl-parse-recdescent 1.967015-2
perl-path-tiny 0.118-1
perl-perlio-utf8-strict 0.007-6
perl-regexp-common 2017060201-3
perl-role-tiny 2.001004-2
perl-sort-key 1.33-9
perl-specio 0.43-2
perl-spiffy 0.46-4
perl-sub-exporter 0.987-6
perl-sub-exporter-progressive 0.001013-6
perl-sub-identify 0.14-8
perl-sub-install 0.928-6
perl-sub-name 0.26-2
perl-test-base 0.89-2
perl-test-differences 0.64-6
perl-test-fatal 0.016-1
perl-text-bibtex 0.85-6
perl-text-csv 1.97-4
perl-text-diff 1.45-2
perl-text-glob 0.11-7
perl-text-roman 3.5-7
perl-tie-cycle 1.225-5
perl-timedate 2.33-2
perl-try-tiny 0.30-5
perl-unicode-linebreak 2019.001-3
perl-uri 5.09-1
perl-variable-magic 0.62-5
perl-www-robotrules 6.02-8
perl-xml-libxml 2.0206-1
perl-xml-libxml-simple 0.99-4
perl-xml-libxslt 1.99-2
perl-xml-namespacesupport 1.12-4
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-xml-writer 0.625-6
phonon-qt5 4.11.1-2
phonon-qt5-gstreamer 4.10.0-2
picocom 3.1-2
pigz 2.6-1
pinentry 1.1.0-5
pinta 1.7-2
pixman 0.40.0-1
pixz 1.0.7-2
pkgconf 1.7.3-1
pleroma 2.1.2-1
polkit 0.118-1
polkit-qt5 0.113.0-2
polyclipping 6.4.2-4
poppler 21.03.0-1
poppler-data 0.4.10-1
poppler-glib 21.03.0-1
poppler-qt5 21.03.0-1
popt 1.18-1
portaudio 1:19.6.0-7
postgresql-libs 13.2-1
potrace 1.16-2
powertop 2.13-1
procps-ng 3.3.17-1
progsreiserfs 0.3.0.5-10
protobuf 3.15.6-1
protobuf-c 1.3.3-3
psmisc 23.4-1.1
ptex 2.3.2-2
pugixml 1.11.4-1
pulseaudio 14.2-2
pulseaudio-alsa 1:1.2.2-2
pulsemixer 1.5.1-2
purpose 5.80.0-1
pyalpm 0.9.2-1
pybind11 2.6.2-1
pyenv 1.2.24.1-1
pyside2 5.15.2-3
pyside2-tools 5.15.2-1
pystring 1.1.3.git1-1
python 3.9.2-1
python-anytree 2.8.0-3
python-appdirs 1.4.4-3
python-asn1crypto 1.4.0-3
python-astroid 2.5.1-1
python-attrs 20.3.0-3
python-bcrypt 3.2.0-3
python-cachecontrol 0.12.6-3
python-cached-property 1.5.2-3
python-cairo 1.20.0-3.1
python-certifi 2020.12.5-1
python-cffi 1.14.5-1
python-chardet 3.0.4-7
python-click 7.1.2-3
python-colorama 0.4.4-3
python-contextlib2 0.6.0.post1-3
python-cryptography 3.4.6-1
python-cycler 0.10.0-8
python-dateutil 2.8.1-5
python-distlib 0.3.1-2
python-distro 1.5.0-3
python-docker 4.4.4-1
python-docker-pycreds 0.4.0-7
python-dockerpty 0.4.1-8
python-docopt 0.6.2-9
python-docutils 0.16-4
python-dotenv 0.15.0-3
python-gobject 3.40.0-1
python-html5lib 1.1-6
python-idna 2.10-3
python-importlib-metadata 3.7.2-1
python-isort 5.8.0-1
python-jsonschema 3.2.0-4
python-kiwisolver 1.3.1-3
python-lazy-object-proxy 1.6.0-1
python-lxml 4.6.2-2
python-matplotlib 3.3.4-1
python-mccabe 0.6.1-8
python-msgpack 1.0.2-2
python-numpy 1.20.1-1
python-ordered-set 4.0.2-3
python-packaging 20.9-1
python-paramiko 2.7.2-3
python-pep517 0.10.0-1
python-pillow 8.1.0-1
python-pip 20.3.1-1
python-pivy 0.6.5-3
python-ply 3.11-7
python-progress 1.5-5
python-psutil 5.8.0-1
python-pycparser 2.20-3
python-pygments 2.8.1-1
python-pylint 2.7.2-1
python-pynacl 1.4.0-3
python-pynest2d 4.8.0-4
python-pyopenssl 20.0.1-1
python-pyparsing 2.4.7-3
python-pyqt5 5.15.4-1
python-pyqt5-sip 12.8.1-3
python-pyrsistent 0.17.3-3
python-pyserial 3.5-2
python-pytoml 0.1.21-6
python-pyudev 0.22-5
python-requests 2.25.1-1
python-resolvelib 0.5.4-1
python-retrying 1.3.3-9
python-scipy 1.6.1-1
python-setuptools 1:54.1.2-1
python-shapely 1.7.1-3
python-shiboken2 5.15.2-6
python-sip4 4.19.25-1
python-six 1.15.0-3
python-smbus-git r369.202054c-1
python-texttable 1.6.3-3
python-toml 0.10.2-3
python-urllib3 1.26.3-1
python-webencodings 0.5.1-6
python-websocket-client 0.58.0-1
python-wrapt 1.12.1-4
python-wxpython 4.0.7.2-5
python-yaml 5.4.1.1-1
python-zipp 3.4.1-1
python-zstandard 0.15.2-1
python2 2.7.18-3
python2-appdirs 1.4.4-3
python2-gobject 3.36.1-3
python2-gobject2 2.28.7-6
python2-ordered-set 3.1.1-2
python2-packaging 20.9-1
python2-pyparsing 2.4.7-3
python2-setuptools 2:44.1.1-1
python2-six 1.15.0-3
qca 2.3.2-1
qhull 2020.2-4
qt5-base 5.15.2-5
qt5-declarative 5.15.2-1
qt5-graphicaleffects 5.15.2-1
qt5-imageformats 5.15.2-1
qt5-location 5.15.2-2
qt5-multimedia 5.15.2-1
qt5-quickcontrols 5.15.2-1
qt5-quickcontrols2 5.15.2-1
qt5-script 5.15.2-1
qt5-sensors 5.15.2-1
qt5-speech 5.15.2-1
qt5-styleplugins 5.0.0.20170311-24
qt5-svg 5.15.2-1
qt5-tools 5.15.2-3
qt5-wayland 5.15.2-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.3-3
qt5-webkit 5.212.0alpha4-9
qt5-x11extras 5.15.2-1
qt5-xmlpatterns 5.15.2-1
quazip 1.1-1
r 4.0.4-1
raptor 2.0.15-15
rasqal 1:0.9.33-4
rav1e 0.4.0-1
re2 1:20210202-1
readline 8.1.0-2
redland 1:1.0.17-8
redshift 1.12-4
reiserfsprogs 3.6.27-3
rest 0.8.1-3
rhash 1.4.1-1
ripgrep 12.1.1-1
rpcbind 1.2.5-3
rpcbind-openrc 20200620-1
rshell 0.0.30-1
rstudio-desktop-bin 1.3.1073-1
rsync 3.2.3-3
rsync-openrc 20200709-1
rtkit 0.13-1.1
rtl-sdr 1:0.8.0-3
rubberband 1.9.1-1
ruby 2.7.2-1
ruby-bundler 2.2.15-1
ruby-hpricot 0.8.6-9
ruby-irb 1.3.4-1
ruby-mustache 1.1.1-1
ruby-rdiscount 2.2.0.2-1
ruby-reline 0.2.4-1
ruby-ronn 0.7.3-9
rubygems 3.2.13-1
run-parts 4.8.6.1-2
runc 1.0.0rc93-1
rust 1:1.50.0-2
rxvt-unicode 9.22-10
rxvt-unicode-terminfo 9.22-10
s-nail 14.9.22-1
sbcl 2.1.1-1
sc-im 0.7.0-2
screen 4.8.0-3
sdl2 2.0.14-1
sed 4.8-1
semver 7.3.5-2
shaderc 2020.5-1
shadow 4.8.1-4
shared-mime-info 2.0+57+gc1d1c70-1
shellcheck 0.7.1-1.1
shiboken2 5.15.2-6
signon-kwallet-extension 20.12.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-2
signond 8.60-3.1
simplescreenrecorder 0.4.3-1
sip 6.0.3-1
sl 5.02-6
slang 2.3.2-2
slock 1.4-5
slop 7.5-4
smbclient 4.13.5-1
snappy 1.1.8-2
socat 1.7.3.4-2
solid 5.80.0-1
sonnet 5.80.0-1
soqt 1.6.0-2
sound-theme-freedesktop 0.8-4
source-highlight 3.1.9-4
speex 1.2.0-3
speexdsp 1.2.0-2
spirv-tools 2020.7-1
sqlite 3.35.2-2
squashfs-tools 4.4-2
srt 1.4.2-1
sshfs 3.7.1-1
startup-notification 0.12-7
stfl 0.24-5
stow 2.3.1-3
sudo 1.9.6.p1-1
suitesparse 5.9.0-1
surf 2.0+9+g5c52733-1
svt-av1 0.8.6-2
swig 4.0.2-2
sxiv 26-1
sysfsutils 2.1.1-1
syslog-ng 3.31.1-1
syslog-ng-openrc 20201220-1
t1lib 5.1.2-8
taglib 1.12-1
talloc 2.3.2-1
tar 1.34-1
task-spooler 1.0-2
tbb 2020.3-1
tcl 8.6.11-1
tdb 1.4.3-4
telepathy-glib 0.24.2-2.1
terminus-font 4.49.1-1
tevent 1:0.10.2-3
texinfo 6.7-3
texlive-bibtexextra 2020.56991-1
texlive-bin 2020.54586-11
texlive-core 2020.57066-1
texlive-fontsextra 2020.57042-1
texlive-formatsextra 2020.56699-1
texlive-games 2020.56833-1
texlive-humanities 2020.57034-1
texlive-langchinese 2020.57044-1
texlive-langcyrillic 2020.56674-1
texlive-langextra 2020.56781-1
texlive-langgreek 2020.56956-1
texlive-langjapanese 2020.57025-1
texlive-langkorean 2020.56915-1
texlive-latexextra 2020.57067-1
texlive-music 2020.56473-1
texlive-pictures 2020.57065-1
texlive-pstricks 2020.56758-1
texlive-publishers 2020.57058-1
texlive-science 2020.57068-1
thin-provisioning-tools 0.9.0-1
threadweaver 5.80.0-1
tinyxml 2.6.2-7
tk 8.6.11.1-1
tlp-rdw 1.3.1-2
tmux 3.1_c-1
tor 0.4.5.7-1
tor-browser 10.0.2-1
tracker3 3.0.3-1
transmission-cli 3.00-2
tree 1.8.0-2
tremc-git r1056.f5ecc59-1
tslib 1.22-1
ttf-droid 20121017-9
ttf-inconsolata 1:3.000-2
ttf-liberation 2.1.3-1
ttf-linux-libertine 5.3.0-6
ttf-roboto 2.138-4
ttf-roboto-mono 3.000-1
twolame 0.4.0-2
tzdata 2021a-1
uchardet 0.0.7-1
udisks2 2.9.2-1.1
unbound 1.13.1-1
unclutter 1:1.5-2
unibilium 2.1.0-2
unixodbc 2.3.9-1
unrar 1:6.0.4-1
unzip 6.0-14
upower 0.99.11-3
uranium 4.8.0-1
usbmuxd 1.1.1-1
usbutils 013-1
util-linux 2.36.2-1
util-linux-libs 2.36.2-1
v4l-utils 1.20.0-1
vamp-plugin-sdk 2.10.0-1
vid.stab 1.1-3
vim 8.2.2489-1
vim-runtime 8.2.2489-1
vlc 3.0.12-3
vmaf 1.5.3-1
volume_key 0.3.12-5
vrms-arch 0.1.0.r25.g802c767-1
vtk 8.2.0-17
vulkan-icd-loader 1.2.172-1
wavpack 5.4.0-1
wayland 1.19.0-1
wayland-protocols 1.20-1
webkit2gtk 2.30.6-1
webrtc-audio-processing 0.3.1-2
wget 1.21.1-1
which 2.21-5
wildmidi 0.4.3-3
wireless-regdb 2020.11.20-1
wireless_tools 30.pre9-3
woff2 1.0.2-3
wpa_supplicant 2:2.9-8
wpa_supplicant-openrc 20200620-1
wpebackend-fdo 1.8.2-1
wxgtk-common 3.0.5.1-2
wxgtk3 3.0.5.1-2
x264 3:0.161.r3039.544c61f-1
x265 3.5-1
xapian-core 1:1.4.18-1
xawtv 3.107-1
xbindkeys 1.8.7-2
xcape 1.2-4
xcb-proto 1.14.1-3
xcb-util 0.4.0-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xclip 0.13-3
xcompmgr 1.1.8-2
xcursor-premium 0.3-9
xdg-dbus-proxy 0.1.2-2
xdg-user-dirs 0.17-3.2
xdg-utils 1.1.3+19+g9816ebb-1
xdotool 3.20160805.1-3
xerces-c 3.2.3-2
xf86-input-libinput 0.30.0-1
xf86-input-vmmouse 13.1.0-5
xf86-video-amdgpu 19.1.0-2
xf86-video-ati 1:19.1.0-2
xf86-video-dummy 0.3.8-4
xf86-video-fbdev 0.5.0-2
xf86-video-intel 1:2.99.917+916+g31486f40-1
xf86-video-nouveau 1.0.17-1
xf86-video-openchrome 0.6.0-4
xf86-video-sisusb 0.9.7-3
xf86-video-vesa 2.5.0-1
xf86-video-vmware 13.3.0-2
xf86-video-voodoo 1.2.5-11
xfsprogs 5.10.0-2
xkeyboard-config 2.32-1
xmlsec 1.2.31-1
xorg-bdftopcf 1.1-2
xorg-font-util 1.3.2-2
xorg-font-utils 7.6-6
xorg-fonts-alias-misc 1.0.4-1
xorg-fonts-encodings 1.0.5-2
xorg-fonts-misc 1.0.3-10
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.10-3
xorg-server-common 1.20.10-3
xorg-server-xvfb 1.20.10-3
xorg-setxkbmap 1.3.2-2
xorg-util-macros 1.19.3-1
xorg-xauth 1.1-2
xorg-xbacklight 1.2.3-2
xorg-xdpyinfo 1.3.2-4
xorg-xinit 1.4.1-3
xorg-xkbcomp 1.4.5-1
xorg-xmodmap 1.0.10-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xset 1.2.4-2
xorg-xwininfo 1.1.5-2
xorgproto 2021.3-1
xsel 1.2.0.20190821-1
xvidcore 1.3.7-2
xwallpaper 0.6.6-1
xxhash 0.8.0-1
xz 5.2.5-1
yajl 2.1.0-4
yaml-cpp 0.6.3-2
yarn 1.22.10-1
yasm 1.3.0-4
yay 10.1.0-1
youtube-dl 2021.03.14-1
zathura 0.4.7-1
zathura-pdf-mupdf 0.3.6-5
zeitgeist 1.0.3-3
zeromq 4.3.3-2
zimg 3.0.1-2
zip 3.0-9
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.8.0-1
zlib 1:1.2.11-4
zoom 5.4.53350.1027-1
zsh 5.8-1
zsh-fast-syntax-highlighting 1.55-2
zsh-syntax-highlighting 0.7.1-1
zstd 1.4.9-1
zvbi 0.2.35-4
zziplib 0.13.72-1
